"Lp","Id","Nazwa instytucji","Data utworzenia / data wpisu do ewiencji uczelni niepublicznych","Organ nadzorujący","Rodzaj instytucji","Państwowy Instytut Badawczy","Rok od kiedy Państwowy Instytut Badawczy","Data postawienia w stan likwidacji","Data likwidacji","Typ uczelni","Typ instytucji naukowej","REGON","NIP","KRS","Numer uczelni nadany przez ministra","Numer wpisu do ewidencji uczelni niepublicznych","Numer rejestru instytutów PAN","Strona www","Adres e-mail","Telefon","Adres skrzynki podawczej","Kraj","Województwo","Adres - ulica","Adres - numer","Adres - kod pocztowy","Adres - miasto","Dane osoby kierującej podmiotem","Identyfikator osoby kierującej podmiotem","Skład federacji - Nazwa instytucji","Skład federacji - Identyfikator instytucji","Skład federacji - W federacji od","Skład federacji - W federacji do","Nazwy - Nazwa","Nazwy - Data nadania nazwy","Instytucje poprzedzające - Nazwa instytucji","Instytucje poprzedzające - ID instytucji","Instytucje poprzedzające - REGON","Instytucje poprzedzające - NIP","Instytucje poprzedzające - KRS","Instytucje poprzedzające - Numer w rejestrze PAN","Instytucje poprzedzające - Numer w ewidencji uczelni niepublicznych","Instytucje poprzedzające - Organ nadzorujący","Instytucje poprzedzające - Rodzaj przekształcenia","Instytucje poprzedzające - Data przekształcenia","Instytucje dziedziczące - Nazwa instytucji","Instytucje dziedziczące - ID instytucji","Instytucje dziedziczące - REGON","Instytucje dziedziczące - NIP","Instytucje dziedziczące - KRS","Instytucje dziedziczące - Numer w rejestrze PAN","Instytucje dziedziczące - Numer w ewidencji uczelni niepublicznych","Instytucje dziedziczące - Organ nadzorujący","Instytucje dziedziczące - Rodzaj przekształcenia","Instytucje dziedziczące - Data przekształcenia","Historia zmian organu - Organ nadzorujący","Historia zmian organu - Data przypisania do organu","Historia zmian statusu - Status","Historia zmian statusu - Data nadania statusu","Historia zmian typu - Typ","Historia zmian typu - Data nadania typu","Historia zmian adresu - Adres","Historia zmian adresu - Data otrzymania adresu"
"809","10bec212-96e2-4fda-a6e1-15cc727d814b","Narodowy Instytut Kardiologii Stefana Kardynała Wyszyńskiego – Państwowy Instytut Badawczy","1979-03-21","Minister Zdrowia","Instytucja naukowa","Tak","2019","","","","instytut badawczy","000837583","5250008525","","","","","http://www.ikard.pl","nauka@ikard.pl","22 34 34 150","/instytutkardiologii/SkrytkaESP","Polska","mazowieckie","ul. Alpejska","42","04-628","Warszawa","Janina Marta Stępińska - Dyrektor instytutu","ffa260b0-252b-4289-aa17-01d7368a5cab",,,,,"Narodowy Instytut Kardiologii Stefana Kardynała Wyszyńskiego – Państwowy Instytut Badawczy","2019-10-17",,,,,,,,,,,,,,,,,,,,,"Minister Zdrowia","2012-09-18","Działająca","1979-03-21","instytut badawczy","1979-03-21","ul. Alpejska 42, 04-628 Warszawa, woj. mazowieckie, Polska","1979-03-21"
"810","8b0d7c21-1910-4cfc-be64-151bb01ed2be","Narodowy Instytut Leków","1952-05-14","Minister Zdrowia","Instytucja naukowa","Nie","","","","","instytut badawczy","015244176","5213212384","","","","","http://www.nil.gov.pl/","sekretariat@nil.gov.pl","228514369","/Instytut_Lekow/SkrytkaESP","Polska","mazowieckie","ul. Chełmska","30/34","00-725","Warszawa","Iza Anna Książek - Dyrektor instytutu","",,,,,"Narodowy Instytut Leków","1952-05-14","Instytut Leków w Warszawie","089b2e0c-a210-4c2c-a228-5184f7b2a5a0","","","","","","Minister Zdrowia","Włączenie","2006-12-08",,,,,,,,,,,"Minister Zdrowia","1952-05-14","Działająca","1952-05-14","instytut badawczy","1952-05-14","ul. Chełmska 30/34, 00-725 Warszawa, woj. mazowieckie, Polska","1952-05-14"
"811","5735d6d4-b607-4036-b8c7-b39e271c8b90","Narodowy Instytut Muzyki i Tańca","2013-07-24","","Instytucja naukowa","Nie","","","","","inna instytucja naukowa","","","","","","","http://www.imit.org.pl","andrzej.kosowski@imit.org.pl","","","Polska","mazowieckie","ul. Aleksandra Fredry","8","00-097","Warszawa","","",,,,,"Instytut Muzyki i Tańca","2013-07-24",,,,,,,,,,,,,,,,,,,,,"Minister Nauki (poprzednio MEiN)","2022-04-29","Działająca","2013-07-24","inna instytucja naukowa","2013-07-24","ul. Aleksandra Fredry 8, 00-097 Warszawa, woj. mazowieckie, Polska","2013-07-24"
"812","5735d6d4-b607-4036-b8c7-b39e271c8b90","Narodowy Instytut Muzyki i Tańca","2013-07-24","","Instytucja naukowa","Nie","","","","","inna instytucja naukowa","","","","","","","http://www.imit.org.pl","andrzej.kosowski@imit.org.pl","","","Polska","mazowieckie","ul. Aleksandra Fredry","8","00-097","Warszawa","","",,,,,"Narodowy Instytut Muzyki i Tańca","2021-05-11",,,,,,,,,,,,,,,,,,,,,"Minister Nauki (poprzednio MEiN)","2022-04-29","Działająca","2013-07-24","inna instytucja naukowa","2013-07-24","ul. Aleksandra Fredry 8, 00-097 Warszawa, woj. mazowieckie, Polska","2013-07-24"
"813","bdcdbaed-bbf2-43bd-b224-c5d80dd351fb","Narodowy Instytut Onkologii im. Marii Skłodowskiej-Curie – Państwowy Instytut Badawczy","1932-05-29","Minister Zdrowia","Instytucja naukowa","Tak","2020","","","","instytut badawczy","000288366","5250008057","0000144803","","","","http://www.nio.gov.pl","dzialnauki@nio.gov.pl","(22) 546-20-00","/COI_KRN/SkrytkaESP","Polska","mazowieckie","ul. Wilhelma Konrada Roentgena","5","02-781","Warszawa","Beata Jagielska - Dyrektor instytutu","",,,,,"Centrum Onkologii - Instytut im. Marii Skłodowskiej-Curie","1932-05-29",,,,,,,,,,,,,,,,,,,,,"Minister Nauki (poprzednio MEiN)","1932-05-29","Działająca","1932-05-29","instytut badawczy","1932-05-29","ul. Wilhelma Konrada Roentgena 5, 02-781 Warszawa, woj. mazowieckie, Polska","1932-05-29"
"814","bdcdbaed-bbf2-43bd-b224-c5d80dd351fb","Narodowy Instytut Onkologii im. Marii Skłodowskiej-Curie – Państwowy Instytut Badawczy","1932-05-29","Minister Zdrowia","Instytucja naukowa","Tak","2020","","","","instytut badawczy","000288366","5250008057","0000144803","","","","http://www.nio.gov.pl","dzialnauki@nio.gov.pl","(22) 546-20-00","/COI_KRN/SkrytkaESP","Polska","mazowieckie","ul. Wilhelma Konrada Roentgena","5","02-781","Warszawa","Beata Jagielska - Dyrektor instytutu","",,,,,"Centrum Onkologii - Instytut im. Marii Skłodowskiej-Curie","1932-05-29",,,,,,,,,,,,,,,,,,,,,"Minister Zdrowia","2012-09-18","Działająca","1932-05-29","instytut badawczy","1932-05-29","ul. Wilhelma Konrada Roentgena 5, 02-781 Warszawa, woj. mazowieckie, Polska","1932-05-29"
"815","bdcdbaed-bbf2-43bd-b224-c5d80dd351fb","Narodowy Instytut Onkologii im. Marii Skłodowskiej-Curie – Państwowy Instytut Badawczy","1932-05-29","Minister Zdrowia","Instytucja naukowa","Tak","2020","","","","instytut badawczy","000288366","5250008057","0000144803","","","","http://www.nio.gov.pl","dzialnauki@nio.gov.pl","(22) 546-20-00","/COI_KRN/SkrytkaESP","Polska","mazowieckie","ul. Wilhelma Konrada Roentgena","5","02-781","Warszawa","Beata Jagielska - Dyrektor instytutu","",,,,,"Narodowy Instytut Onkologii im. Marii Skłodowskiej-Curie – Państwowy Instytut Badawczy","2019-10-17",,,,,,,,,,,,,,,,,,,,,"Minister Nauki (poprzednio MEiN)","1932-05-29","Działająca","1932-05-29","instytut badawczy","1932-05-29","ul. Wilhelma Konrada Roentgena 5, 02-781 Warszawa, woj. mazowieckie, Polska","1932-05-29"
"816","bdcdbaed-bbf2-43bd-b224-c5d80dd351fb","Narodowy Instytut Onkologii im. Marii Skłodowskiej-Curie – Państwowy Instytut Badawczy","1932-05-29","Minister Zdrowia","Instytucja naukowa","Tak","2020","","","","instytut badawczy","000288366","5250008057","0000144803","","","","http://www.nio.gov.pl","dzialnauki@nio.gov.pl","(22) 546-20-00","/COI_KRN/SkrytkaESP","Polska","mazowieckie","ul. Wilhelma Konrada Roentgena","5","02-781","Warszawa","Beata Jagielska - Dyrektor instytutu","",,,,,"Narodowy Instytut Onkologii im. Marii Skłodowskiej-Curie – Państwowy Instytut Badawczy","2019-10-17",,,,,,,,,,,,,,,,,,,,,"Minister Zdrowia","2012-09-18","Działająca","1932-05-29","instytut badawczy","1932-05-29","ul. Wilhelma Konrada Roentgena 5, 02-781 Warszawa, woj. mazowieckie, Polska","1932-05-29"
"817","617decfb-3a18-4108-bfde-bfe68fa3c662","Narodowy Instytut Zdrowia Publicznego PZH – Państwowy Instytut Badawczy","1918-11-11","Minister Zdrowia","Instytucja naukowa","Tak","2021","","","","instytut badawczy","000288461","5250008732","0000069210","","","","http://www.pzh.gov.pl","dyrektor@pzh.gov.pl","22 54 21 202","/NIZP_PZH/SkrytkaESP","Polska","mazowieckie","ul. Chocimska","24","00-791","Warszawa","Bernard Waśko - Dyrektor instytutu","",,,,,"Narodowy Instytut Zdrowia Publicznego - Państwowy Zakład Higieny","1918-11-11","Instytut Żywności i Żywienia im. prof. dra med. Aleksandra Szczygła","89681dfa-9e7c-4d10-aadf-06c30eb939d8","000288478","5250008910","","","","Minister Zdrowia","Włączenie","2020-02-01",,,,,,,,,,,"Minister Zdrowia","1918-11-11","Działająca","1918-11-11","instytut badawczy","1918-11-11","ul. Chocimska 24, 00-791 Warszawa, woj. mazowieckie, Polska","1918-11-11"
"818","617decfb-3a18-4108-bfde-bfe68fa3c662","Narodowy Instytut Zdrowia Publicznego PZH – Państwowy Instytut Badawczy","1918-11-11","Minister Zdrowia","Instytucja naukowa","Tak","2021","","","","instytut badawczy","000288461","5250008732","0000069210","","","","http://www.pzh.gov.pl","dyrektor@pzh.gov.pl","22 54 21 202","/NIZP_PZH/SkrytkaESP","Polska","mazowieckie","ul. Chocimska","24","00-791","Warszawa","Bernard Waśko - Dyrektor instytutu","",,,,,"Narodowy Instytut Zdrowia Publicznego PZH – Państwowy Instytut Badawczy","2021-07-10","Instytut Żywności i Żywienia im. prof. dra med. Aleksandra Szczygła","89681dfa-9e7c-4d10-aadf-06c30eb939d8","000288478","5250008910","","","","Minister Zdrowia","Włączenie","2020-02-01",,,,,,,,,,,"Minister Zdrowia","1918-11-11","Działająca","1918-11-11","instytut badawczy","1918-11-11","ul. Chocimska 24, 00-791 Warszawa, woj. mazowieckie, Polska","1918-11-11"
"819","e9fbe95c-25f7-4c52-b4c7-1d0f0fb0ef52","Naukowa i Akademicka Sieć Komputerowa - Państwowy Instytut Badawczy","1993-12-14","Minister Cyfryzacji","Instytucja naukowa","Tak","2017","","","","instytut badawczy","010464542","5210417157","0000012938","","","","http://www.nask.pl","nask@nask.pl","22 380 82 00","/NASK-Instytut/SkrytkaESP","Polska","mazowieckie","ul. Kolska","12","01-045","Warszawa","Radosław Nielek - Dyrektor instytutu","41e64082-08d3-4ff5-a97a-842b038e6c42",,,,,"Naukowa i Akademicka Sieć Komputerowa","1993-12-14","Instytut Maszyn Matematycznych","57f4b544-5c0b-4509-b22c-e05271aab47a","000035197","5250008962","","","","Minister Cyfryzacji","Włączenie","2018-02-01",,,,,,,,,,,"Minister Cyfryzacji","1993-12-14","Działająca","1993-12-14","instytut badawczy","1993-12-14","ul. Kolska 12, 01-045 Warszawa, woj. mazowieckie, Polska","1993-12-14"
"820","e9fbe95c-25f7-4c52-b4c7-1d0f0fb0ef52","Naukowa i Akademicka Sieć Komputerowa - Państwowy Instytut Badawczy","1993-12-14","Minister Cyfryzacji","Instytucja naukowa","Tak","2017","","","","instytut badawczy","010464542","5210417157","0000012938","","","","http://www.nask.pl","nask@nask.pl","22 380 82 00","/NASK-Instytut/SkrytkaESP","Polska","mazowieckie","ul. Kolska","12","01-045","Warszawa","Radosław Nielek - Dyrektor instytutu","41e64082-08d3-4ff5-a97a-842b038e6c42",,,,,"Naukowa i Akademicka Sieć Komputerowa","1993-12-14","Instytut Maszyn Matematycznych","57f4b544-5c0b-4509-b22c-e05271aab47a","000035197","5250008962","","","","Minister Cyfryzacji","Włączenie","2018-02-01",,,,,,,,,,,"Minister Cyfryzacji","2015-11-16","Działająca","1993-12-14","instytut badawczy","1993-12-14","ul. Kolska 12, 01-045 Warszawa, woj. mazowieckie, Polska","1993-12-14"
"821","e9fbe95c-25f7-4c52-b4c7-1d0f0fb0ef52","Naukowa i Akademicka Sieć Komputerowa - Państwowy Instytut Badawczy","1993-12-14","Minister Cyfryzacji","Instytucja naukowa","Tak","2017","","","","instytut badawczy","010464542","5210417157","0000012938","","","","http://www.nask.pl","nask@nask.pl","22 380 82 00","/NASK-Instytut/SkrytkaESP","Polska","mazowieckie","ul. Kolska","12","01-045","Warszawa","Radosław Nielek - Dyrektor instytutu","41e64082-08d3-4ff5-a97a-842b038e6c42",,,,,"Naukowa i Akademicka Sieć Komputerowa - Państwowy Instytut Badawczy","2017-07-07","Instytut Maszyn Matematycznych","57f4b544-5c0b-4509-b22c-e05271aab47a","000035197","5250008962","","","","Minister Cyfryzacji","Włączenie","2018-02-01",,,,,,,,,,,"Minister Cyfryzacji","1993-12-14","Działająca","1993-12-14","instytut badawczy","1993-12-14","ul. Kolska 12, 01-045 Warszawa, woj. mazowieckie, Polska","1993-12-14"
"822","e9fbe95c-25f7-4c52-b4c7-1d0f0fb0ef52","Naukowa i Akademicka Sieć Komputerowa - Państwowy Instytut Badawczy","1993-12-14","Minister Cyfryzacji","Instytucja naukowa","Tak","2017","","","","instytut badawczy","010464542","5210417157","0000012938","","","","http://www.nask.pl","nask@nask.pl","22 380 82 00","/NASK-Instytut/SkrytkaESP","Polska","mazowieckie","ul. Kolska","12","01-045","Warszawa","Radosław Nielek - Dyrektor instytutu","41e64082-08d3-4ff5-a97a-842b038e6c42",,,,,"Naukowa i Akademicka Sieć Komputerowa - Państwowy Instytut Badawczy","2017-07-07","Instytut Maszyn Matematycznych","57f4b544-5c0b-4509-b22c-e05271aab47a","000035197","5250008962","","","","Minister Cyfryzacji","Włączenie","2018-02-01",,,,,,,,,,,"Minister Cyfryzacji","2015-11-16","Działająca","1993-12-14","instytut badawczy","1993-12-14","ul. Kolska 12, 01-045 Warszawa, woj. mazowieckie, Polska","1993-12-14"
"823","2bfdce07-573a-4760-ace9-f7aa1ff990dd","Niepubliczna Wyższa Szkoła Medyczna we Wrocławiu","2006-10-19","Minister Nauki (poprzednio MEiN)","Uczelnia niepubliczna","Nie","","","","zawodowa","","020403596","8982097808","","130","337","","http://www.nwsm.pl","sekretariat@nwsm.pl","717868328","","Polska","dolnośląskie","ul. Nowowiejska","69","50-440","Wrocław","Aleksander Koll - Rektor","",,,,,"Niepubliczna Wyższa Szkoła Medyczna we Wrocławiu","2006-10-19",,,,,,,,,,,,,,,,,,,,,"Minister Nauki (poprzednio MEiN)","2006-10-19","Działająca","2006-10-19","zawodowa","2006-10-19","ul. Nowowiejska 69, 50-440 Wrocław, woj. dolnośląskie, Polska","2006-10-19"
"824","ab10bc52-ae3d-43c0-a564-f9717a5abf32","Olsztyńska Szkoła Wyższa","1997-06-18","Minister Nauki (poprzednio MEiN)","Uczelnia niepubliczna","Nie","","","","zawodowa","","510613630","7392785659","","068","115","","http://www.osw.edu.pl","biurorektora@osw.edu.pl","89-534-71-51","/OSW-OLSZTYN/domyslna","Polska","warmińsko-mazurskie","ul. Jagiellońska","59","10-283","Olsztyn","Agnieszka Górska - Rektor","",,,,,"Olsztyńska Szkoła Wyższa im. Józefa Rusieckiego","1997-06-18","Wyższa Szkoła Informatyki i Ekonomii TWP w Olsztynie","b7deaf8c-7b59-4816-b2d7-67e58ced293b","510623491","7392764367","","","131","Minister Nauki (poprzednio MEiN)","Włączenie","2019-10-01",,,,,,,,,,,"Minister Nauki (poprzednio MEiN)","1997-06-18","Działająca","1997-06-18","zawodowa","1997-06-18","ul. Bydgoska 33, 10-243 Olsztyn, woj. warmińsko-mazurskie, Polska","1997-06-18"
"825","ab10bc52-ae3d-43c0-a564-f9717a5abf32","Olsztyńska Szkoła Wyższa","1997-06-18","Minister Nauki (poprzednio MEiN)","Uczelnia niepubliczna","Nie","","","","zawodowa","","510613630","7392785659","","068","115","","http://www.osw.edu.pl","biurorektora@osw.edu.pl","89-534-71-51","/OSW-OLSZTYN/domyslna","Polska","warmińsko-mazurskie","ul. Jagiellońska","59","10-283","Olsztyn","Agnieszka Górska - Rektor","",,,,,"Olsztyńska Szkoła Wyższa im. Józefa Rusieckiego","1997-06-18","Wyższa Szkoła Informatyki i Ekonomii TWP w Olsztynie","b7deaf8c-7b59-4816-b2d7-67e58ced293b","510623491","7392764367","","","131","Minister Nauki (poprzednio MEiN)","Włączenie","2019-10-01",,,,,,,,,,,"Minister Nauki (poprzednio MEiN)","1997-06-18","Działająca","1997-06-18","zawodowa","1997-06-18","ul. Jagiellońska 59, 10-283 Olsztyn, woj. warmińsko-mazurskie, Polska","2020-02-12"
"826","ab10bc52-ae3d-43c0-a564-f9717a5abf32","Olsztyńska Szkoła Wyższa","1997-06-18","Minister Nauki (poprzednio MEiN)","Uczelnia niepubliczna","Nie","","","","zawodowa","","510613630","7392785659","","068","115","","http://www.osw.edu.pl","biurorektora@osw.edu.pl","89-534-71-51","/OSW-OLSZTYN/domyslna","Polska","warmińsko-mazurskie","ul. Jagiellońska","59","10-283","Olsztyn","Agnieszka Górska - Rektor","",,,,,"Olsztyńska Szkoła Wyższa im. Józefa Rusieckiego","1997-06-18","Wyższa Szkoła Informatyki i Zarządzania im. Prof. Tadeusza Kotarbińskiego z siedzibą w Olsztynie","8b0e6027-66e8-4ba2-8f04-552b398f1d8c","510434519","7391837130","","","91","Minister Nauki (poprzednio MEiN)","Włączenie","2022-09-30",,,,,,,,,,,"Minister Nauki (poprzednio MEiN)","1997-06-18","Działająca","1997-06-18","zawodowa","1997-06-18","ul. Bydgoska 33, 10-243 Olsztyn, woj. warmińsko-mazurskie, Polska","1997-06-18"
"827","ab10bc52-ae3d-43c0-a564-f9717a5abf32","Olsztyńska Szkoła Wyższa","1997-06-18","Minister Nauki (poprzednio MEiN)","Uczelnia niepubliczna","Nie","","","","zawodowa","","510613630","7392785659","","068","115","","http://www.osw.edu.pl","biurorektora@osw.edu.pl","89-534-71-51","/OSW-OLSZTYN/domyslna","Polska","warmińsko-mazurskie","ul. Jagiellońska","59","10-283","Olsztyn","Agnieszka Górska - Rektor","",,,,,"Olsztyńska Szkoła Wyższa im. Józefa Rusieckiego","1997-06-18","Wyższa Szkoła Informatyki i Zarządzania im. Prof. Tadeusza Kotarbińskiego z siedzibą w Olsztynie","8b0e6027-66e8-4ba2-8f04-552b398f1d8c","510434519","7391837130","","","91","Minister Nauki (poprzednio MEiN)","Włączenie","2022-09-30",,,,,,,,,,,"Minister Nauki (poprzednio MEiN)","1997-06-18","Działająca","1997-06-18","zawodowa","1997-06-18","ul. Jagiellońska 59, 10-283 Olsztyn, woj. warmińsko-mazurskie, Polska","2020-02-12"
"828","ab10bc52-ae3d-43c0-a564-f9717a5abf32","Olsztyńska Szkoła Wyższa","1997-06-18","Minister Nauki (poprzednio MEiN)","Uczelnia niepubliczna","Nie","","","","zawodowa","","510613630","7392785659","","068","115","","http://www.osw.edu.pl","biurorektora@osw.edu.pl","89-534-71-51","/OSW-OLSZTYN/domyslna","Polska","warmińsko-mazurskie","ul. Jagiellońska","59","10-283","Olsztyn","Agnieszka Górska - Rektor","",,,,,"Olsztyńska Szkoła Wyższa","2019-09-17","Wyższa Szkoła Informatyki i Ekonomii TWP w Olsztynie","b7deaf8c-7b59-4816-b2d7-67e58ced293b","510623491","7392764367","","","131","Minister Nauki (poprzednio MEiN)","Włączenie","2019-10-01",,,,,,,,,,,"Minister Nauki (poprzednio MEiN)","1997-06-18","Działająca","1997-06-18","zawodowa","1997-06-18","ul. Bydgoska 33, 10-243 Olsztyn, woj. warmińsko-mazurskie, Polska","1997-06-18"
"829","ab10bc52-ae3d-43c0-a564-f9717a5abf32","Olsztyńska Szkoła Wyższa","1997-06-18","Minister Nauki (poprzednio MEiN)","Uczelnia niepubliczna","Nie","","","","zawodowa","","510613630","7392785659","","068","115","","http://www.osw.edu.pl","biurorektora@osw.edu.pl","89-534-71-51","/OSW-OLSZTYN/domyslna","Polska","warmińsko-mazurskie","ul. Jagiellońska","59","10-283","Olsztyn","Agnieszka Górska - Rektor","",,,,,"Olsztyńska Szkoła Wyższa","2019-09-17","Wyższa Szkoła Informatyki i Ekonomii TWP w Olsztynie","b7deaf8c-7b59-4816-b2d7-67e58ced293b","510623491","7392764367","","","131","Minister Nauki (poprzednio MEiN)","Włączenie","2019-10-01",,,,,,,,,,,"Minister Nauki (poprzednio MEiN)","1997-06-18","Działająca","1997-06-18","zawodowa","1997-06-18","ul. Jagiellońska 59, 10-283 Olsztyn, woj. warmińsko-mazurskie, Polska","2020-02-12"
"830","ab10bc52-ae3d-43c0-a564-f9717a5abf32","Olsztyńska Szkoła Wyższa","1997-06-18","Minister Nauki (poprzednio MEiN)","Uczelnia niepubliczna","Nie","","","","zawodowa","","510613630","7392785659","","068","115","","http://www.osw.edu.pl","biurorektora@osw.edu.pl","89-534-71-51","/OSW-OLSZTYN/domyslna","Polska","warmińsko-mazurskie","ul. Jagiellońska","59","10-283","Olsztyn","Agnieszka Górska - Rektor","",,,,,"Olsztyńska Szkoła Wyższa","2019-09-17","Wyższa Szkoła Informatyki i Zarządzania im. Prof. Tadeusza Kotarbińskiego z siedzibą w Olsztynie","8b0e6027-66e8-4ba2-8f04-552b398f1d8c","510434519","7391837130","","","91","Minister Nauki (poprzednio MEiN)","Włączenie","2022-09-30",,,,,,,,,,,"Minister Nauki (poprzednio MEiN)","1997-06-18","Działająca","1997-06-18","zawodowa","1997-06-18","ul. Bydgoska 33, 10-243 Olsztyn, woj. warmińsko-mazurskie, Polska","1997-06-18"
"831","ab10bc52-ae3d-43c0-a564-f9717a5abf32","Olsztyńska Szkoła Wyższa","1997-06-18","Minister Nauki (poprzednio MEiN)","Uczelnia niepubliczna","Nie","","","","zawodowa","","510613630","7392785659","","068","115","","http://www.osw.edu.pl","biurorektora@osw.edu.pl","89-534-71-51","/OSW-OLSZTYN/domyslna","Polska","warmińsko-mazurskie","ul. Jagiellońska","59","10-283","Olsztyn","Agnieszka Górska - Rektor","",,,,,"Olsztyńska Szkoła Wyższa","2019-09-17","Wyższa Szkoła Informatyki i Zarządzania im. Prof. Tadeusza Kotarbińskiego z siedzibą w Olsztynie","8b0e6027-66e8-4ba2-8f04-552b398f1d8c","510434519","7391837130","","","91","Minister Nauki (poprzednio MEiN)","Włączenie","2022-09-30",,,,,,,,,,,"Minister Nauki (poprzednio MEiN)","1997-06-18","Działająca","1997-06-18","zawodowa","1997-06-18","ul. Jagiellońska 59, 10-283 Olsztyn, woj. warmińsko-mazurskie, Polska","2020-02-12"
"832","e419478f-34e8-4085-8c54-3d3a131ff17a","OLYMPUS Szkoła Wyższa im. Romualda Kudlińskiego w likwidacji z siedzibą w Warszawie","1995-07-17","Minister Nauki (poprzednio MEiN)","Uczelnia niepubliczna","Nie","","2010-12-30","2020-08-31","zawodowa","","011157931","5271032374","","000","61","","http://www.olympus.edu.pl","","","","Polska","mazowieckie","ul. Wolność","2A","01-018","Warszawa","","",,,,,"OLYMPUS Szkoła Wyższa im. Romualda Kudlińskiego w likwidacji z siedzibą w Warszawie","1995-07-17",,,,,,,,,,,,,,,,,,,,,"Minister Nauki (poprzednio MEiN)","1995-07-17","Działająca","1995-07-17","zawodowa","1995-07-17","ul. Wolność 2A, 01-018 Warszawa, woj. mazowieckie, Polska","1995-07-17"
"833","e419478f-34e8-4085-8c54-3d3a131ff17a","OLYMPUS Szkoła Wyższa im. Romualda Kudlińskiego w likwidacji z siedzibą w Warszawie","1995-07-17","Minister Nauki (poprzednio MEiN)","Uczelnia niepubliczna","Nie","","2010-12-30","2020-08-31","zawodowa","","011157931","5271032374","","000","61","","http://www.olympus.edu.pl","","","","Polska","mazowieckie","ul. Wolność","2A","01-018","Warszawa","","",,,,,"OLYMPUS Szkoła Wyższa im. Romualda Kudlińskiego w likwidacji z siedzibą w Warszawie","1995-07-17",,,,,,,,,,,,,,,,,,,,,"Minister Nauki (poprzednio MEiN)","1995-07-17","W likwidacji","2010-12-30","zawodowa","1995-07-17","ul. Wolność 2A, 01-018 Warszawa, woj. mazowieckie, Polska","1995-07-17"
"834","e419478f-34e8-4085-8c54-3d3a131ff17a","OLYMPUS Szkoła Wyższa im. Romualda Kudlińskiego w likwidacji z siedzibą w Warszawie","1995-07-17","Minister Nauki (poprzednio MEiN)","Uczelnia niepubliczna","Nie","","2010-12-30","2020-08-31","zawodowa","","011157931","5271032374","","000","61","","http://www.olympus.edu.pl","","","","Polska","mazowieckie","ul. Wolność","2A","01-018","Warszawa","","",,,,,"OLYMPUS Szkoła Wyższa im. Romualda Kudlińskiego w likwidacji z siedzibą w Warszawie","1995-07-17",,,,,,,,,,,,,,,,,,,,,"Minister Nauki (poprzednio MEiN)","1995-07-17","Zlikwidowana","2020-08-31","zawodowa","1995-07-17","ul. Wolność 2A, 01-018 Warszawa, woj. mazowieckie, Polska","1995-07-17"
"835","00869ed3-11c2-4370-8fa2-e857d1424b74","OPEGIEKA Spółka z ograniczoną odpowiedzialnością","1989-02-24","","Instytucja naukowa","Nie","","","","","inna instytucja naukowa","001364260","5780004498","","","","","www.opegieka.pl","poczta@opegieka.pl","(55)237-60-00","","Polska","warmińsko-mazurskie","al. Tysiąclecia","11","82-300","Elbląg","Adam Artur Augustynowicz - Prezes Zarządu","",,,,,"Okręgowe Przedsiębiorstwo Geodezyjno-Kartograficzne OPEGIEKA Spółka z ograniczoną odpowiedzialnością","1989-02-24",,,,,,,,,,,,,,,,,,,,,"Minister Nauki (poprzednio MEiN)","2022-04-29","Działająca","1989-02-24","inna instytucja naukowa","1989-02-24","al. Tysiąclecia 11, 82-300 Elbląg, woj. warmińsko-mazurskie, Polska","1989-02-24"
